Gene ID	source_id	sense - ring	sense - schizont	sense - troph	antisense - ring	antisense - schizont	antisense - troph	sense - Late Trophozoite	sense - Schizont	sense - Gametocyte II	sense - Gametocyte V	sense - asexual blood stages	sense - midgut oocysts	sense - salivary gland sporozoites	sense - 40-5 hours post-invasion	sense - 2-10 hours post-invasion	sense - 7-15 hours post-invasion	sense - 12-20 hours post-invasion	sense - 17-25 hours post-invasion	sense - 32-40 hours post-invasion	sense - 27-35 hours post-invasion	sense - 22-30 hours post-invasion	sense - T05	sense - T10	sense - T15	sense - T20	sense - T30	sense - T25	sense - T35	sense - T40
PF3D7_0419700	PF3D7_0419700.1	71.91	449.41	13.73	161.94	84.25	66.35	11.74	56.39	8.84	2.58	14.88	3.76	5.87	263.94	26.09	7.47	3.83	3.35	99.79	6.54	4.58	501.05	138.86	18.05	4.74	10.8	5.05	17.62	450.17
PF3D7_0419800	PF3D7_0419800.1	237.57	73.97	102.68	53.18	165.54	8.37	40.94	33.91	35.29	5.65	21.55	18.53	1.15	45.38	87.45	162.44	100.68	111.81	47.61	70.85	81.76	97.5	227.99	265.2	252.48	154.92	174.66	115.5	86.5
PF3D7_0419900	PF3D7_0419900.1	49.75	47.03	27.4	6.25	4.82	3.2	4.23	57.55	2.09	3.02	41.68	10.72	10.89	99.75	157.01	343.93	290.06	150.16	166.52	112.48	87.98	238.2	422.25	754.76	551.22	186.14	222.89	263.08	436.41
PF3D7_0420000	PF3D7_0420000.1	64.49	20.76	41.79	7.59	2.73	3.86	1.75	29.14	3.45	5.4	11.84	6.69	21.72	104.62	172.6	203.77	156.13	158.95	92.41	111.14	120.2	263.21	453.26	427.41	368.84	231.1	319.85	257.4	202.97
PF3D7_0420100	PF3D7_0420100.1	137.63	52.73	106.25	17.03	5.46	12.29	10.83	19.03	7.24	14.95	40.33	28.45	36.25	51.73	120.85	158.35	118.59	130.38	71.27	102.72	106.36	94.47	193.97	221.61	206.53	155.28	181.45	166.48	115.45
PF3D7_0420200	PF3D7_0420200.1	17.3	5.31	35.5	4.95	4	4.45	4.81	2.05	3.35	17.44	34.57	4.59	2.18	1.49	1.94	2.58	1.31	5.26	6.19	11.3	8.9	3.75	5.79	6.18	4.15	28.49	13.79	17.9	9.86
PF3D7_0420300	PF3D7_0420300.1	213.18	306.54	65.31	50.72	61.14	13.57	1.75	76.97	3.85	6.12	7.12	5.5	165.04	540.29	207.74	71.54	107.31	87.74	20.84	56.81	95.92	797.46	413.32	112.21	130.3	112.8	136.99	67.94	57.06
PF3D7_0420400	PF3D7_0420400.1	21.07	38.08	110.66	11.01	9.79	16.34	44.84	17.81	25.06	7.33	5.24	14.11	4.8	17.32	4.59	6.04	12.7	36.81	31.22	45	43.96	25.02	11.55	11.31	39.7	107.26	73.67	87.32	48.09
PF3D7_0420500	PF3D7_0420500.1	13.34	27.21	2.88	1.38	0.48	1.05	3.15	2.48	15.98	3.32	29.38	1.87	4.56	21	5.43	2.48	1.19	1.58	15.23	3.86	0.86	45.73	13.01	2.73	1.53	4.66	0.89	6.99	25.11
PF3D7_0420600	PF3D7_0420600.1	33.88	317.28	163.7	7.52	52.91	26.16	22.68	67.32	5.8	5.56	26.92	20.28	24.12	79.9	13.87	5.57	2.66	25.4	195.78	94.65	55.5	251.06	60.47	12.61	8.81	143.52	84.09	221.23	411.79
PF3D7_0420700	PF3D7_0420700.1	0.48	0	0.3	0.48	0.29	0.11	0.03	0.45	0.9	1.01	0.63	0	0.69	0.31	0.52	0.82	1.93	0.82	0.19	0.28	0.45	0.35	0.22	0.56	0.29	0.03	0.16	0.33	2.46
PF3D7_0420800	PF3D7_0420800.1	0	0	0	0	0	0	3.07	0	19.23	49.62	55.64	19547	501.52	0	0	0	0	0	0.46	0	0	0	0	0	0	0	0	0	1.78
PF3D7_0420900	PF3D7_0420900.1	1.17	2.18	0.93	0.16	0.57	0.3	0.63	8.25	3.01	16.15	1.25	0.08	1.83	3.99	2.16	1.97	2.97	3	5.2	2.51	3.09	0.73	1.17	0.59	0.71	0.36	0.53	0.62	0.95
PF3D7_0421000	PF3D7_0421000.1	0	0	0	0	0	0	1.53	0	19.23	50.35	44.13	19262.32	521.52	0	0	0	0	0	0.46	0	0	0	0	0	0	0	0	0	0
PF3D7_0421100	PF3D7_0421100.1	0.86	2	1.61	0.47	0.41	0.42	0.6	8.82	2.31	15.95	0.53	0.04	2.04	3.97	2.02	1.59	1.82	2.5	4.81	2.38	2.69	0.73	0.87	0.43	0.39	0.49	0.44	0.85	1.07
PF3D7_0421200	PF3D7_0421200.1	0	0	0	0	0	0	0	0	0	0.19	0	0.75	0.23	0	0	0.27	0	0.13	0.06	0	0.13	0	0	0	0	0.21	0.2	0	3.7
PF3D7_0421300	PF3D7_0421300.1	1.93	5.41	6.62	0.27	0.76	0.75	2.08	27.11	4.34	11.87	3.77	0.33	6.48	6.67	2.32	0.87	1.69	4.47	8.68	5.06	5.28	2.92	1.43	1.15	0.96	2.18	1.93	2.64	6.62
PF3D7_0421400	PF3D7_0421400.1	0	0	0	0	0	0	23	2.42	20.84	17.51	121.66	28055.84	60.95	0	0	0	0	0	0.91	0	0	0	0	0	0	0	0	0	0
PF3D7_0421500	PF3D7_0421500.1	0	0	0.28	0.72	0	0	0	0	1.07	11.79	35.84	2.21	2.24	0.12	0	0	0	0	0	0.17	0.13	0	0.28	0	0	0.21	0.2	0	0.24
PF3D7_0421600	PF3D7_0421600.1	0	0	0.27	0.41	0	0.27	0.16	0.25	0	0.46	0	0	3.76	0.09	0.1	0	0.07	0	0.62	0.26	0.2	0	0	0	0	0	0	0.33	3.35
PF3D7_0421700	PF3D7_0421700.1	0.34	0.19	0	0	0	0.12	0.14	0.17	0.07	0.68	13.15	0.06	40.53	1.23	0.71	0.86	0.45	0.34	0.49	0.41	0.21	2.82	2.21	1.63	1.05	0.26	0.18	0.41	4.02
PF3D7_0421800	PF3D7_0421800.1	0	0	0	0	0	0	0	0	11.03	26.66	46.32	7.29	1044.85	0.47	1.51	0.56	1.07	0	0.24	0	0	1.11	0	2.19	0	0.84	0.81	4.21	2.83
PF3D7_0421900	PF3D7_0421900.1	5.87	7.62	1.3	2.48	0	0	0.96	0	85.15	382.66	782.51	3.58	557.71	11.54	7.13	0.66	2.95	5.5	0.57	0.78	5.53	30.1	30.37	28.45	27.11	7.95	11.41	5.96	11.15
PF3D7_0422000	PF3D7_0422000.1	13.48	18.88	48.99	3.92	2.21	9.22	20.2	3.86	49.81	18.82	14.94	61.9	6.33	5.86	5.5	18.46	51.68	94.39	58.18	87.35	80.17	9.92	10.83	75.82	190.07	196.49	175.43	159.99	81.61
PF3D7_0422100	PF3D7_0422100.1	70.07	85.77	198.31	6.79	3.85	12.53	100.19	24.82	10.54	4.41	9	11.69	0.7	6.91	26.49	70.46	74.54	103.42	116.64	134.36	98.49	19.42	39.31	130.92	171.61	221.89	179.46	297.73	167.26
PF3D7_0422200	PF3D7_0422200.1	8.16	10.97	20.57	0.87	0.99	1.58	0.82	11.28	2.3	3.97	21.79	11.81	11.84	26	20.41	41.65	65.78	100.22	39.44	87.01	100.07	43.09	32.47	76.98	128.83	167.41	171.08	117.8	67.42
PF3D7_0422300	PF3D7_0422300.1	18.87	13.44	30.27	32.72	9.89	54	7.52	16.35	253.75	209.15	271.11	29.61	1.42	64.09	96	65.99	53.94	37.97	112.5	128.32	53.33	64.64	64.9	46.31	22.43	56.85	17.38	83.3	81.6
PF3D7_0422400	PF3D7_0422400.1	1648.7	409.18	1623.28	169.43	41.33	147.35	771.03	157.91	127.09	48.93	139.7	165.47	25.55	205.34	600.61	834.93	888.1	814.08	327.28	555.28	776.08	540.92	1273.79	1870.51	2268.15	1612.77	2187.64	1333.8	530.76
PF3D7_0422500	PF3D7_0422500.1	125.2	42.99	104.56	19.23	6.85	14.21	4.29	40.26	6.46	10.66	20.48	15.4	10.5	47.29	123.25	164.35	155.52	150.62	92.21	121.29	134.83	92.23	178	228.94	233.18	185.59	206.83	189.67	130.41
PF3D7_0422600	PF3D7_0422600.1	14.9	11.09	47.15	2.64	0.99	4.5	13.07	3.31	8.05	1.33	4.32	6.03	0.54	4.95	9.25	11.74	10.07	17.12	20.25	21.93	19.74	10.52	17.04	22.04	26.94	48.13	25.93	41.63	29.33
PF3D7_0422700	PF3D7_0422700.1	250.18	44.67	200.28	56.08	8.84	40.13	78.01	13.62	25.72	19.98	28.02	20.1	1.48	26.47	152.62	198.24	182.55	181.34	58.24	118.02	147.48	38.66	167.66	258.81	266.81	170.12	210.16	146.89	56.16
PF3D7_0422800	PF3D7_0422800.1	16.11	88.1	93.98	20.36	14.62	13.02	34.14	28.16	11.33	3.21	8.27	5.43	10.26	6.05	1.09	0.1	1.03	1.22	56.47	30.41	7.98	20.01	4.44	1.58	1.49	30.36	5.52	64.11	83.37
PF3D7_0422900	PF3D7_0422900.1	28.12	31.75	30.78	7.04	5.23	11.32	11.85	6.52	15.33	20.94	12.7	7.55	16.49	28.78	9.55	2.98	1.9	15.47	19.84	20.9	23.37	95	71.23	15.48	14.89	55.73	44.39	49.33	50.98
PF3D7_0423000	PF3D7_0423000.1	13.35	26.64	34.79	60.14	24.4	57.23	26.82	22.55	17.8	10.68	21.38	6.21	12.39	15.81	4.76	2.39	1.79	4.04	47.46	27.21	7.05	52.67	21.17	4.88	2.39	44.81	9.42	73.9	102.56
PF3D7_0423100	PF3D7_0423100.1	116.43	100.24	203.72	9.58	5.77	10.94	195.1	73.6	75	17.03	36.34	16.86	7.62	38.34	110.66	179.83	128.66	117.17	145.06	171.73	118.31	84.21	214.58	304.26	264.66	270.94	240.35	286.8	238.35
PF3D7_0423200	PF3D7_0423200.1	131.01	199.04	194.46	23.55	32.05	29.21	25.24	20.65	7.61	5.89	19.25	23.77	14.96	21.15	26.76	53.18	36.01	44.44	115.46	47.01	32.96	78.21	76.56	114.28	111.49	87.27	87.39	136.9	237.22
PF3D7_0423300	PF3D7_0423300.1	35.58	294.41	3.03	4.02	13.36	3.75	5.96	123.21	5.56	49.39	104	1.4	16.94	518.12	49.53	15.79	3.88	3.16	123.09	9.89	4.64	1232.81	342.53	42.06	7.78	10.36	4.64	39.36	1001.23
PF3D7_0423400	PF3D7_0423400.1	77.5	697	5.23	8.05	32.43	1.68	9.13	119.82	11.13	6.44	1588.29	629.71	857.65	521.53	93.39	60.59	30.74	49	163.58	27.29	35.96	540.26	166.17	20.11	4.47	4.73	1.81	14.67	445.68
PF3D7_0423500	PF3D7_0423500.1	256.75	2383.27	196.23	75.48	558.69	53.14	400.81	1188.33	338.05	100.46	34.96	15.81	14.36	577.97	115.09	29.85	19.03	15	519.13	107.22	32.28	635.44	172.24	24.87	8.22	42.9	8.47	157.89	1032.04
PF3D7_0423600	PF3D7_0423600.1	137.98	72.84	121.29	14.64	4.74	10.45	4.96	58.04	8.16	11.44	17.27	19.79	5.87	77.22	151.46	195.5	191.51	194.75	128.81	162.47	162.7	115.48	202.51	239.78	248.9	209.15	255.13	224.98	175.28
PF3D7_0423700	PF3D7_0423700.1	77.96	630.91	118.47	11.75	50	8.01	147.1	158.14	774.81	11.54	2.81	26.18	9.31	370.2	103.95	64.14	81.5	448.71	2173.1	887.71	663.38	1023.63	360.51	122.54	399.41	2096.25	1368.81	2773.67	5885.59
PF3D7_0423800	PF3D7_0423800.1	148.88	436.51	20.26	38.03	68.19	4.9	4.78	48.72	1.66	1.35	1.91	6.99	24.82	380.27	89.45	18.33	6.36	13.56	55.13	47.15	23.16	434.36	211.89	29.6	11.45	58.31	23.12	66.01	137.45
PF3D7_0423900	PF3D7_0423900.1	61.48	48.68	0.86	28.67	72.02	2.85	2.84	12.62	2.16	0.49	2.29	0.46	145.27	259.28	109.68	60.2	23.9	28.03	10.45	10.14	19.54	465.86	313.67	122.4	87.44	23.03	54.86	16.08	22.86
PF3D7_0424000	PF3D7_0424000.1	11.82	14.41	88.41	5.55	6.88	15.22	20.5	1.66	1.33	0.4	0.12	0.03	2.43	16.36	17.41	11.43	248.7	947.33	17.55	92.02	329.03	10.97	8.73	20.39	556.73	161.41	696.13	46.24	11.19
PF3D7_0424100	PF3D7_0424100.1	117.96	456.76	1.89	18.91	49.69	10.82	0.74	25.19	0.1	0.04	0	0.35	53.03	608.66	102.87	24.88	3.48	1.76	7.65	2.4	3.3	1036.17	369.36	29.63	4.57	2.76	0.82	5.24	82.44
PF3D7_0424200	PF3D7_0424200.1	104.42	258.26	2.77	7.32	13.54	0.36	0.04	7.77	0.27	0.11	0	0.05	1.55	429.71	117.84	26.15	4.96	7.6	2.05	4.21	8.86	761.62	353.86	37.04	7.55	9.84	8.98	4.65	24.3
PF3D7_0424300	PF3D7_0424300.1	186.71	551.67	4.35	32.1	96.8	0.44	0	0.38	0.35	0.14	0.37	0.38	4.33	671.5	235.48	46.99	12.42	14.77	2.45	6.34	14.52	645.59	329.89	36.76	12.39	10.39	11.34	4.95	21.83
PF3D7_0424400	PF3D7_0424400.1	0.61	0.75	0.21	0.36	0.1	0.09	0	0.37	0.05	0.09	0.64	0.1	2.7	56.03	106.88	81.08	25.9	10.2	1.83	3.47	6.16	172.41	392.12	255.85	86.6	12.76	27.29	9.97	12.28
PF3D7_0424500	PF3D7_0424500.1	456.86	90.82	13.88	74.73	7.72	1.56	0.56	0.72	0.64	0.43	57.04	0.71	11	120.07	144.11	137.35	71.65	28.68	3.69	7.5	14.35	345.88	423.21	289.99	161.65	25.52	46.8	14.08	11.44
PF3D7_0424600	PF3D7_0424600.1	1216.49	535.48	100.36	68.56	26.78	5.38	7.57	0.51	2.39	0.52	134.47	0.08	0.68	1251.43	928.29	455.4	222.67	146.75	18.73	69.76	142.11	2270.55	1976.81	824.68	436.65	231.39	293.18	88.48	36.98
PF3D7_0424700	PF3D7_0424700.1	537.43	9	20.83	65.26	1.37	3.66	0.23	0.37	1.47	1.04	19.05	0	0.9	64.95	497.94	1094.54	1133.25	437.38	9.32	29.17	93.05	46.09	270.4	540.54	420.96	30.19	100.64	10.01	6.91
PF3D7_0424800	PF3D7_0424800.1	37.66	1.44	0.74	4.57	1.19	0.22	0.96	0	0.67	0.91	64.07	0	0.37	106.99	147.1	71.22	15.43	5.08	1.7	1.24	3.98	220.72	266.98	96.26	27.57	0.83	4.74	0.83	4.63
PF3D7_0424900	PF3D7_0424900.1	51.62	1.61	0.5	5.8	0	0.33	0.22	0	0.34	0.15	38.46	0	2.73	90.81	262.04	359.5	187.08	44.8	3.71	3.43	9.09	286.22	711.26	795.6	317.35	20.17	67.42	8.03	11.39
PF3D7_0425000	PF3D7_0425000.1	0	0	0.31	0.47	0	0	0	0	0	0	0	0	1.06	0.52	0.11	0.13	0.16	0	0.22	0.07	0.23	0	0.25	0.25	0	0	0.18	0	4.45
PF3D7_0425050	PF3D7_0425050.1	21.49	0	0.78	1.2	1.72	0	0.93	0	0	0	4.64	0	1.99	16.99	29.55	30.32	14.27	3.25	0.14	0.19	0.3	56.29	95.06	83.73	35.11	0.96	5.97	1.44	5.93
PF3D7_0425100	PF3D7_0425100.1	18.58	1.84	0	0	0	0	0.25	0	0	0	8.3	0	0.58	64.66	71.87	71.76	23.41	8.05	0.22	0.3	1.11	165.5	263.38	163.86	61.29	2.56	11.53	0.51	4.89
PF3D7_0425200	PF3D7_0425200.1	12.23	0.27	0	1.61	0.89	0	0	0	0.17	0.08	3.34	0	0.19	14.69	12.17	13.65	4.47	0.74	0.05	0	0.32	35.22	47.91	28.29	11.3	0.86	1.32	0.17	2.71
PF3D7_0425250	PF3D7_0425250.1	0	0	0	0	0	0	0	0	0	0	0	0	0.44	0	0	0	0	0	0.11	0.31	0	0	0	0	0	0.39	0	0	2.65
PF3D7_0425300	PF3D7_0425300.1	0	0	0	0	0	0	0	0	0	0	0	0	0.35	0.34	0.37	0	0.13	0	0	0	0	0	0.41	0.4	0	0	0.29	0.31	3.1
PF3D7_0425400	PF3D7_0425400.1	17.93	0	0	0	0	0	0	0	0	0	4.93	0	0.35	8.36	22.85	25.21	7.07	1.52	0	0.12	0.19	20.31	44.25	30.9	8.08	1.23	0.3	0.62	2.08
PF3D7_0425500	PF3D7_0425500.1	1.39	0	0.31	0.8	0	0	3.62	2.5	0.47	0.22	0	0	0	0.39	0	0	0.9	4.91	0.4	0.92	5.65	0.93	0	0	6.4	4.92	9.43	0.94	1.84
PF3D7_0425600	PF3D7_0425600.1	0.8	0.37	0	0	0	0.31	0.23	0	0.24	0	0	0	0.26	0	0.14	0	0.4	4.47	0.27	1.39	7.1	0.31	0	0	1.28	2.11	3.14	0.47	0.26
PF3D7_0425700	PF3D7_0425700.1	0.55	0	0.29	0	0	0	0	0	0	0	0.25	0	0.5	0	0	0.44	0.28	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0425800	PF3D7_0425800.1	0.66	0.06	0.09	0.22	0.14	0.03	0.64	5.93	0.22	0.34	2.08	0.01	1.55	0.37	0.83	1.35	1.36	0.78	0.36	0.29	0.57	0.08	0.35	0.76	0.35	0.1	0.27	0.12	0.72
PF3D7_0425900	PF3D7_0425900.1	2.6	2.36	0.18	1.65	0.57	1.3	0.67	0.42	1.13	0.9	0.18	0	1.42	8.11	3.01	3.16	1.96	1.81	7.37	0.94	1.81	4.6	1.49	0.91	0.46	0.42	1.47	1.12	10.35
PF3D7_0426000	PF3D7_0426000.1	1.65	3.39	1.6	1.81	0.58	0.41	2.79	43.23	1.88	4.52	4.6	0.33	10	36.71	14.44	4.8	5.88	18.31	22.26	12.72	18.57	5	2.21	1.08	1.63	1.96	2.42	2.1	5.86
PF3D7_0500100	PF3D7_0500100.1	17.96	73.62	24.69	2.69	9.06	3.54	1.84	20.34	3.14	7.05	2.65	0.1	6.2	51.8	17.04	6.16	7.33	28.33	40.9	19.32	26.47	25.39	11.02	2.78	4.42	10.2	12.12	12.8	28.4
PF3D7_0500200	PF3D7_0500200.1	0	0	0	7.44	18.26	7.82	2.88	0	3.01	1.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.35
PF3D7_0500300	PF3D7_0500300.1	1.05	0	0	6.28	2.69	0	0.2	0	0.21	0.1	0	0	2.76	0	0	0	0.09	0.26	0.18	0	0	0	0	0	0	0	0	0	1.88
PF3D7_0500400	PF3D7_0500400.1	0.65	0	0	0.48	0.3	0	0	0.29	0	0	2.84	0.97	1.01	0	0	0	0	0	0.11	0.3	0	0	0	0	0	0.19	0	0.57	2.14
PF3D7_0500500	PF3D7_0500500.1	0	0	0	0	0	0	0.45	0	0	0.32	0	0	0	0.64	0.28	0	0	0.14	0.6	0.27	0.14	0	0	0.6	0	0	0	0	1.3
PF3D7_0500600	PF3D7_0500600.1	2.96	4.56	1.12	0	0.37	0	13.44	46.59	2.58	0.75	0	0	0	21.71	2.91	2.78	0.99	1.57	9.12	3.2	1.29	35.18	5.25	2.72	1.27	4.41	2.89	4.41	37.28
PF3D7_0500700	PF3D7_0500700.1	2.66	0	7.29	0	0	0	0.75	1.19	0	0	0	0	0	0.43	0.47	0.52	0.33	0.96	0.89	0.92	2.89	2.06	1.04	0	2.56	3.9	5.23	9.37	5.26
PF3D7_0500800	PF3D7_0500800.1	76.01	282.72	1205.5	6.38	22.54	94.59	5.03	70.87	37.56	15.72	1.9	1.36	6.45	156.44	64.24	182.93	412.07	5121.11	1672.03	6578.66	9589.74	625.45	213.69	689.09	2435.42	15251.58	18313.21	8767.47	2017.09
PF3D7_0500900	PF3D7_0500900.1	19.87	84.57	5.62	3.33	13.84	14.22	9.27	107.15	0.98	0.36	0.76	0.82	0.66	16.43	2.21	0.97	0.49	1.02	7.21	1.22	1.5	36.33	8.9	1.26	1.06	3.2	1.67	2.04	39.13
PF3D7_0501000	PF3D7_0501000.1	677.32	128.76	839.19	46.32	11.1	57.87	304.82	33.55	58.78	2.81	81.68	3.26	0.14	33.83	227.4	598.63	1087.22	1781.63	145.01	585.29	1342.44	55.15	335.4	1083.26	2338.88	1366.05	2310.15	593	127.25
PF3D7_0501100	PF3D7_0501100.1	862.98	193.31	69.39	98.81	21.05	7.17	28.19	17.27	1.98	2.31	66.42	1.33	1.51	546.04	677.1	365.39	160.92	80.6	30.59	40.52	58.87	600.04	685.4	349.96	182.31	71.74	94.85	49.91	37.77
PF3D7_0501100	PF3D7_0501100.2	862.98	193.31	69.39	98.81	21.05	7.17	28.19	17.27	1.98	2.31	66.42	1.33	1.51	546.04	677.1	365.39	160.92	80.6	30.59	40.52	58.87	600.04	685.4	349.96	182.31	71.74	94.85	49.91	37.77
PF3D7_0501200	PF3D7_0501200.1	148.23	146.99	896.42	21.3	13.69	86.45	216.56	40	4.83	1.75	32.19	5.78	0.17	17.74	30.61	61.44	270.43	1069.57	133.18	509.06	999.24	11.43	18.78	72.12	446.61	497.67	750.21	260.14	55.48
PF3D7_0501300	PF3D7_0501300.1	12312.12	222.18	173.82	3083.65	48.74	39.28	10.73	15.09	16.63	5.86	246.47	0.42	1.88	4197.96	16561.67	15487.81	14084.62	2561.07	58.03	191.05	489.78	1874.53	4594.23	5303.68	2583.34	96.63	337.42	52.27	24.21
PF3D7_0501400	PF3D7_0501400.1	1655.31	102.56	19.62	292.18	15.07	3.03	0.06	27.86	7.38	11.91	9.85	0.01	0.85	9610.07	18725.49	11185.4	4572.67	864.75	219.82	252.28	328.82	2497.76	3402.6	2521.65	597.66	55.98	151.49	73.07	81
PF3D7_0501500	PF3D7_0501500.1	129.97	1450.93	20.72	11.69	73.5	1.18	25.19	222.69	0.79	0.9	0.86	0	17.46	443.93	37.82	10.27	2.37	1.32	219.21	2.12	1.39	582.78	151.17	15.91	2.99	0.98	0.28	24.36	717.08
PF3D7_0501600	PF3D7_0501600.1	329.32	3421.09	45.66	29.27	191.5	3.65	81.49	618.64	2.84	0.9	0.7	0.13	2	972.63	106.01	37.44	6.4	2.56	354.51	5.12	5.14	2483.77	735.5	72.34	9.35	1.96	1.41	68.58	2274.54
PF3D7_0501700	PF3D7_0501700.1	0.31	1.76	0.41	1.29	1.3	0.15	0.35	2.88	0.45	0.62	5.48	0	0.71	0.3	0.32	0.36	0.11	0.22	0.65	0.21	0.17	0.36	1.08	0.82	0.3	0.36	0.17	1.35	5.97
PF3D7_0501800	PF3D7_0501800.1	17.98	124.84	208.08	2.91	12.29	23.95	5.86	81.7	5.07	6.95	21.4	6.59	4.92	25.24	6.1	3.85	5.6	48.47	182.39	165.13	97.97	65.5	16.77	7.41	28.38	224.53	129.94	373.9	316.36
PF3D7_0501900	PF3D7_0501900.1	30.83	40.72	57.52	3.3	5.19	8.88	12.12	4.61	4.04	1.39	3.57	6.32	0	7.9	14.43	23.68	19.32	25.05	65.4	49.3	26.5	19.83	30.5	52.29	52.59	62.24	51.6	105.49	100.88
PF3D7_0502000	PF3D7_0502000.1	76.89	33.77	69.48	8.6	8.98	11.49	2.62	8.19	1.49	0.72	5.62	4.39	1.01	16.86	44.38	72.57	51.35	59.53	58.71	56.9	47.01	45.85	107.75	133.76	125.44	104.85	102.48	116.11	93.08
PF3D7_0502100	PF3D7_0502100.1	10.49	27.82	28.61	23.41	14.27	24.36	11.21	10.2	4.04	2.02	6.63	5.75	0.72	23.09	5.51	6.46	8.34	16.45	56.32	51.08	29.03	54.48	17.43	12.12	28.09	74.38	52.7	111.59	113.08
PF3D7_0502200	PF3D7_0502200.1	17.07	40.96	68.85	6.39	14.8	12.57	24.58	13.23	5.91	1.18	6.96	9.03	0.62	11.55	5.2	13.77	22.77	41.11	45.5	50.64	41.96	26.31	8.4	25.52	53.91	70.99	54.45	79.19	62.13
PF3D7_0502300	PF3D7_0502300.1	1.44	0.21	0	0	0.48	0.17	0.13	1.01	14.69	138.83	163.01	0.04	117.87	1.03	0.71	0.97	0.34	0.65	0.72	0.31	0.57	10.12	13.2	12.76	10.27	6.36	6.34	3.31	7.29
PF3D7_0502400	PF3D7_0502400.1	700.79	55.31	6.51	106.72	10.87	1.53	0.55	1.36	32.72	9.22	49.43	2.1	3.38	181.68	352.93	380.36	237.49	67.76	7.67	13.59	28.6	407.28	716.69	770.45	381.05	57.23	93.61	31.89	24.46
PF3D7_0502500	PF3D7_0502500.1	7.21	0.62	0.2	0.6	0	0.32	0	0	0.24	0.17	2.84	0	0.54	1.4	1.58	1.28	1.69	1.11	0.14	0.9	0.3	3.48	2.72	2.82	1.84	0.84	1.15	0.48	4.59
PF3D7_0502600	PF3D7_0502600.1	11.75	11.01	55.8	2.23	0.55	6.57	0.96	2.82	2.16	3.17	16.21	5.91	1.07	2.64	5.24	9.9	8.9	23.77	21.4	48.53	45.66	7.51	11.65	22.26	29.09	114.17	72.95	88.09	33.67
PF3D7_0502700	PF3D7_0502700.1	11.16	6.81	45.17	1.68	1.25	6.34	3.7	1.73	3.29	2.28	4.25	6.95	0.16	1.73	4.75	8.49	12.3	24.98	13.02	38.49	36.84	1.68	8.11	19.03	26.49	76.33	51.88	48.84	22.3
PF3D7_0502800	PF3D7_0502800.1	70.98	7.08	48.48	13.45	3.83	12.75	13	3.88	4.45	4.37	11.91	5.11	0.78	13.23	89.81	217.54	148.27	131.35	17.38	71.87	105.21	32.12	268.83	562.88	501.19	310.41	374.03	124.76	49.27
PF3D7_0502900	PF3D7_0502900.1	32.42	87.56	194.49	6.44	5.81	14.35	188.88	51.41	68.22	100.65	44.5	28.9	6.21	26.31	10.11	16.02	20.74	75.21	72.13	95.34	98.65	47.9	28.94	34.67	103.16	218.12	202.31	203.25	152.13
PF3D7_0503000	PF3D7_0503000.1	48.92	225.09	247.68	4.52	16.19	23.45	269.31	149.4	164.03	260.83	174.37	11.08	3.92	146.24	40.86	9.78	12.28	55.81	205.39	155.27	123.54	117.18	43.47	10.81	14.55	124.04	75.35	176.41	176.98
PF3D7_0503100	PF3D7_0503100.1	11.82	46.83	125.62	1.84	4.89	19.69	34.78	9.98	1.25	0.83	5.25	6.11	2.08	3.79	1.82	1.39	3.39	22.07	52.38	63.93	38.92	14.54	3.67	3.34	18.69	138.64	64.54	144.63	87.02
PF3D7_0503200	PF3D7_0503200.1	6.64	51.6	61.84	0.35	2.27	4.89	1.95	25.25	2.27	17.92	129.74	7.17	43.73	17.91	3.97	2.64	2.22	21.03	79.26	55.19	38.32	58.85	21.68	7.1	14.12	129.59	84.31	165.76	231.37
PF3D7_0503300	PF3D7_0503300.1	230.78	75.62	258.26	19.79	5.92	22.63	42.23	57.22	7.98	14.44	23.6	19.05	2.23	115.55	270.22	347.76	281.53	415.77	158.95	277.22	399.24	297.07	537.58	645.15	724.8	613.58	897.08	591.23	350.59
PF3D7_0503400	PF3D7_0503400.1	429.74	1541.06	621.73	36.46	120.02	52.37	1068.47	706.43	274.43	87.34	99.26	63.1	148.41	2927.94	789.83	171.22	37.14	107.56	1142.21	821.7	413.8	3188.19	1650.14	221.85	45.24	902.24	340.8	1567.4	1920.71
PF3D7_0503500	PF3D7_0503500.1	17.2	59.37	21.64	3.81	8.66	3.11	1.24	6.21	1.72	5.66	6.79	7.49	3.1	21.45	4.05	10.54	21.19	31.27	24.25	18.49	23.3	36	13.46	22.39	44.01	34.21	39.52	28.86	53
PF3D7_0503600	PF3D7_0503600.1	303.92	753.02	15.98	35.32	78.22	0.66	3.58	29	1.38	3.41	2.04	2.62	8.44	501	99.14	20.83	5.09	2.73	4.24	4.72	4.23	878.45	407.74	46.03	8.39	10.87	5.11	12.7	58.49
PF3D7_0503800	PF3D7_0503800.1	733.47	232.21	949.15	42.81	19.32	42.35	539.91	93.48	113.02	31.02	82.68	133.72	24.75	144.7	543.24	920.22	980.58	1151.36	541.69	717.54	964.24	172.09	556.36	1058.84	1403.96	951.4	1413.16	814.91	418
